Name,Position,FDPoints,Salary,Team,Opp.,Home/Away,Score,Min,stats,Pts,Rbs,Ast,Stl,Blk,To,3PM,FGM,FGA,FTM,FTA
"Burks, Alec",SG,31.8,"$5,600",cle,bos,home, 96-103,37:19,   21pt 4rb 2as 2st 3to 2trey 9-19fg 1-1ft,21,4,2,2,0,3,2,9,19,1,1
"Butler, Jimmy",SG,31.7,"$8,600",phi,tor,home, 107-119,39:13,   18pt 1rb 5as 2st 1to 5-12fg 8-8ft,18,1,5,2,0,1,0,5,12,8,8
"Lillard, Damian",PG,30.6,"$9,900",por,mia,home, 108-118,35:10,   13pt 3rb 10as 1st 4to 2trey 5-15fg 1-2ft,13,3,10,1,0,4,2,5,15,1,2
"Smart, Marcus",SG,30,"$5,300",bos,cle,away, 103-96,31:34,   17pt 5rb 4as 1st 2to 4trey 6-10fg 1-1ft,17,5,4,1,0,2,4,6,10,1,1
"Collison, Darren",PG,29.3,"$6,400",ind,lal,home, 136-94,25:20,   5pt 4rb 5as 4st 1trey 2-6fg,5,4,5,4,0,0,1,2,6,0,0
"Sumner, Edmond",PG,28.4,"$3,500",ind,lal,home, 136-94,17:22,   17pt 2rb 2st 1bl 3trey 7-9fg,17,2,0,2,1,0,3,7,9,0,0
"Wright, Delon",SG,26.3,"$4,200",tor,phi,away, 119-107,17:59,   8pt 4rb 5as 2st 1-7fg 6-6ft,8,4,5,2,0,0,0,1,7,6,6
"Holiday, Aaron",SG,25.7,"$3,500",ind,lal,home, 136-94,22:40,   17pt 1rb 3as 1st 3trey 7-10fg,17,1,3,1,0,0,3,7,10,0,0
"Beverley, Patrick",PG,25.7,"$5,500",lac,cha,away, 117-115,29:35,   15pt 6rb 3as 1to 3trey 5-7fg 2-2ft,15,6,3,0,0,1,3,5,7,2,2
"Brown, Jaylen",SG,25.4,"$5,100",bos,cle,away, 103-96,28:32,   13pt 7rb 2st 2to 1trey 6-19fg,13,7,0,2,0,2,1,6,19,0,0
"Matthews, Wes",SG,24.9,"$4,100",nyk,det,home, 92-105,25:25,   9pt 2rb 5as 1st 1bl 1trey 2-11fg 4-5ft,9,2,5,1,1,0,1,2,11,4,5
"Schroder, Dennis",SG,24.9,"$5,300",okc,orl,home, 132-122,22:31,   20pt 2rb 1as 1st 2to 2trey 9-15fg 0-1ft,20,2,1,1,0,2,2,9,15,0,1
"Rozier, Terry",PG,24,"$7,000",bos,cle,away, 103-96,32:12,   8pt 5rb 4as 2st 2to 2trey 3-9fg,8,5,4,2,0,2,2,3,9,0,0
"Joseph, Cory",PG,23.8,"$4,500",ind,lal,home, 136-94,20:55,   13pt 4rb 4as 3trey 5-7fg,13,4,4,0,0,0,3,5,7,0,0
"Wiggins, Andrew",SG,22.2,"$6,100",min,mem,away, 106-108,35:22,   12pt 6rb 2as 1bl 3to 1trey 5-18fg 1-2ft,12,6,2,0,1,3,1,5,18,1,2
"Augustin, D.J.",PG,19,"$4,600",orl,okc,away, 122-132,31:46,   8pt 4as 2st 1to 2-6fg 4-4ft,8,0,4,2,0,1,0,2,6,4,4
"Bayless, Jerryd",PG,18.4,"$5,900",min,mem,away, 106-108,37:14,   5pt 2rb 8as 1to 1trey 2-10fg,5,2,8,0,0,1,1,2,10,0,0
"Clarkson, Jordan",SG,18.3,"$5,400",cle,bos,home, 96-103,26:38,   7pt 4rb 3as 1st 1to 1trey 2-13fg 2-3ft,7,4,3,1,0,1,1,2,13,2,3
"Ferguson, Terrance",SG,17.2,"$4,100",okc,orl,home, 132-122,30:18,   10pt 1rb 2as 1st 2trey 4-9fg,10,1,2,1,0,0,2,4,9,0,0
"Nwaba, David",SG,16,"$3,600",cle,bos,home, 96-103,22:47,   8pt 5rb 2as 1to 4-8fg,8,5,2,0,0,1,0,4,8,0,0
"Canaan, Isaiah",PG,15.2,"$3,500",min,mem,away, 106-108,13:34,   2pt 1rb 6as 1bl 0-4fg 2-2ft,2,1,6,0,1,0,0,0,4,2,2
"Dotson, Damyean",SG,15.1,"$3,800",nyk,det,home, 92-105,19:40,   4pt 3rb 3as 1st 1trey 1-7fg 1-2ft,4,3,3,1,0,0,1,1,7,1,2
"McConnell, T.J.",PG,15,"$4,300",phi,tor,home, 107-119,22:24,   4pt 5rb 4as 1st 4to 2-3fg,4,5,4,1,0,4,0,2,3,0,0
"Okogie, Josh",SG,15,"$3,600",min,mem,away, 106-108,25:56,   11pt 5rb 2to 1trey 4-8fg 2-2ft,11,5,0,0,0,2,1,4,8,2,2
"Korkmaz, Furkan",SG,14.2,"$3,500",phi,tor,home, 107-119,19:34,   11pt 1rb 1st 1to 1trey 2-8fg 6-6ft,11,1,0,1,0,1,1,2,8,6,6
"Dellavedova, Matthew",PG,14,"$3,600",cle,bos,home, 96-103,16:54,   8pt 4as 1st 3to 2trey 3-8fg,8,0,4,1,0,3,2,3,8,0,0
"Waiters, Dion",SG,13.7,"$3,900",mia,por,away, 118-108,18:48,   9pt 1rb 1as 1st 1to 3trey 3-5fg,9,1,1,1,0,1,3,3,5,0,0
"Green, Danny",SG,13.4,"$4,300",tor,phi,away, 119-107,21:19,   2pt 2rb 4as 1st 1-2fg,2,2,4,1,0,0,0,1,2,0,0
"VanVleet, Fred",PG,13.2,"$5,900",tor,phi,away, 119-107,25:08,   3pt 1rb 2as 2st 1trey 1-4fg,3,1,2,2,0,0,1,1,4,0,0
"Rondo, Rajon",PG,12,"$7,000",lal,ind,away, 94-136,28:25,   3pt 6as 1bl 3to 1trey 1-3fg,3,0,6,0,1,3,1,1,3,0,0
"Monk, Malik",SG,12,"$4,600",cha,lac,home, 115-117,14:29,   12pt 3trey 4-11fg 1-2ft,12,0,0,0,0,0,3,4,11,1,2
"Bradley, Avery",SG,11.9,"$3,800",lac,cha,away, 117-115,39:56,   6pt 2rb 1as 1bl 1to 1trey 2-5fg 1-2ft,6,2,1,0,1,1,1,2,5,1,2
"Mykhailiuk, Sviatoslav",SG,11.9,"$3,500",lal,ind,away, 94-136,12:00,   5pt 2rb 1as 1bl 1-3fg 3-4ft,5,2,1,0,1,0,0,1,3,3,4
"Gilgeous-Alexander, Shai",PG,11.7,"$6,400",lac,cha,away, 117-115,17:39,   6pt 1rb 3as 2-8fg 2-2ft,6,1,3,0,0,0,0,2,8,2,2
"Thornwell, Sindarius",SG,11.4,"$3,500",lac,cha,away, 117-115,13:34,   0pt 2rb 2as 1st 1bl 0-1fg,0,2,2,1,1,0,0,0,1,0,0
"Wanamaker, Brad",PG,10.9,"$3,500",bos,cle,away, 103-96,17:39,   7pt 2rb 1as 3-5fg 1-1ft,7,2,1,0,0,0,0,3,5,1,1
"Caldwell-Pope, Kentavious",SG,10.6,"$3,800",lal,ind,away, 94-136,23:28,   2pt 3rb 2as 1st 1to 1-6fg,2,3,2,1,0,1,0,1,6,0,0
"Johnson, Tyler",PG,10.2,"$4,400",mia,por,away, 118-108,29:02,   4pt 1rb 2as 1bl 1to 2-7fg,4,1,2,0,1,1,0,2,7,0,0
"Allen, Kadeem",PG,10,"$3,500",nyk,det,home, 92-105,11:02,   5pt 2as 1st 1to 1trey 2-3fg,5,0,2,1,0,1,1,2,3,0,0
"Curry, Seth",PG,9.7,"$3,900",por,mia,home, 108-118,15:31,   7pt 1rb 1as 1trey 3-7fg,7,1,1,0,0,0,1,3,7,0,0
"Brown, Bruce",SG,9.2,"$3,500",det,nyk,away, 105-92,17:19,   2pt 1rb 2bl 1-2fg,2,1,0,0,2,0,0,1,2,0,0
"Shamet, Landry",PG,7.7,"$3,600",phi,tor,home, 107-119,33:37,   6pt 1rb 1as 1to 2trey 2-8fg,6,1,1,0,0,1,2,2,8,0,0
"Trier, Allonzo",SG,7.6,"$4,000",nyk,det,home, 92-105,13:54,   4pt 3rb 2-6fg,4,3,0,0,0,0,0,2,6,0,0
"Calderon, Jose",PG,7.5,"$3,500",det,nyk,away, 105-92,14:37,   6pt 1as 3-3fg,6,0,1,0,0,0,0,3,3,0,0
"Kennard, Luke",SG,7.1,"$3,600",det,nyk,away, 105-92,12:16,   2pt 3rb 1as 1-6fg,2,3,1,0,0,0,0,1,6,0,0
"Parker, Tony",PG,6.7,"$3,500",cha,lac,home, 115-117,9:14,   4pt 1rb 1as 2-5fg,4,1,1,0,0,0,0,2,5,0,0
"Briscoe, Isaiah",PG,6.1,"$3,500",orl,okc,away, 122-132,16:14,   0pt 3rb 1as 1st 2to 0-2fg,0,3,1,1,0,2,0,0,2,0,0
"Mack, Shelvin",PG,5.5,"$4,000",mem,min,home, 108-106,17:43,   3pt 1as 1st 2to 1trey 1-6fg,3,0,1,1,0,2,1,1,6,0,0
"Reed, Davon",SG,3.2,"$3,500",ind,lal,home, 136-94,5:50,   2pt 1rb 1-1fg,2,1,0,0,0,0,0,1,1,0,0
"Galloway, Langston",SG,3,"$3,500",det,nyk,away, 105-92,10:39,   3pt 1trey 1-5fg,3,0,0,0,0,0,1,1,5,0,0
"Robinson, Jerome",PG,2.4,"$3,500",lac,cha,away, 117-115,6:16,   0pt 2rb 0-2fg,0,2,0,0,0,0,0,0,2,0,0
"Burton, Deonte",SG,0,"$3,500",okc,orl,home, 132-122,3:09,   0pt,0,0,0,0,0,0,0,0,0,0,0
"Thomas, Khyri",SG,0,"$3,500",det,nyk,away, 105-92,4:04,   0pt 0-1fg,0,0,0,0,0,0,0,0,1,0,0
"Simons, Anfernee",SG,0,"$3,500",por,mia,home, 108-118,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Baldwin, Wade",PG,0,"$3,500",cle,bos,home, 96-103,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Wallace, Tyrone",SG,0,"$3,500",lac,cha,away, 117-115,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Trent Jr., Gary",SG,0,"$3,500",por,mia,home, 108-118,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"McCaw, Patrick",SG,0,"$3,500",tor,phi,away, 119-107,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Graham, Devonte'",PG,0,"$3,700",cha,lac,home, 115-117,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Diallo, Hamidou",SG,0,"$3,500",okc,orl,home, 132-122,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Abrines, Alex",SG,0,"$3,500",okc,orl,home, 132-122,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Ellington, Wayne",SG,0,"$4,300",mia,por,away, 118-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Jones, Tyus",PG,0,"$4,000",min,mem,away, 106-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Felton, Raymond",PG,0,"$3,500",okc,orl,home, 132-122,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Dozier, PJ",SG,0,"$3,500",bos,cle,away, 103-96,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Loyd, Jordan",PG,0,"$3,500",tor,phi,away, 119-107,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Grant, Jerian",PG,0,"$3,600",orl,okc,away, 122-132,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"McGruder, Rodney",SG,0,"$3,700",mia,por,away, 118-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Hart, Josh",SG,0,"$3,800",lal,ind,away, 94-136,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Teague, Jeff",PG,0,"$5,700",min,mem,away, 106-108,DNP,   ,0,0,0,0,0,0,0,0,0,0,0
"Chealey, Joe",PG,0,"$3,500",cha,lac,home, 115-117,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Irving, Kyrie",PG,0,"$10,400",bos,cle,away, 103-96,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Ntilikina, Frank",PG,0,"$4,200",nyk,det,home, 92-105,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Teodosic, Milos",PG,0,"$3,500",lac,cha,away, 117-115,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Temple, Garrett",SG,0,"$3,900",mem,min,home, 108-106,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Robinson, Duncan",SG,0,"$3,500",mia,por,away, 118-108,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Milton, Shake",SG,0,"$3,500",phi,tor,home, 107-119,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Richardson, Malachi",SG,0,"$3,500",tor,phi,away, 119-107,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Roberson, Andre",SG,0,"$3,500",okc,orl,home, 132-122,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Fultz, Markelle",SG,0,"$3,500",phi,tor,home, 107-119,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Ball, Lonzo",PG,0,"$7,500",lal,ind,away, 94-136,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Smith, J.R.",SG,0,"$3,500",cle,bos,home, 96-103,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Bird, Jabari",SG,0,"$3,500",bos,cle,away, 103-96,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Smith, Zhaire",SG,0,"$3,500",phi,tor,home, 107-119,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Caupain, Troy",PG,0,"$3,500",orl,okc,away, 122-132,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Stauskas, Nik",SG,0,"$3,500",cle,bos,home, 96-103,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Brooks, Dillon",SG,0,"$3,800",mem,min,home, 108-106,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Rose, Derrick",PG,0,"$5,400",min,mem,away, 106-108,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Dragic, Goran",PG,0,"$5,700",mia,por,away, 118-108,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Macura, J.P.",SG,0,"$3,500",cha,lac,home, 115-117,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Terrell, Jared",SG,0,"$3,500",min,mem,away, 106-108,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Caruso, Alex",PG,0,"$3,500",lal,ind,away, 94-136,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Mudiay, Emmanuel",PG,0,"$6,100",nyk,det,home, 92-105,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Lucas, Kalin",PG,0,"$3,500",det,nyk,away, 105-92,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Smith, Ishmael",PG,0,"$3,600",det,nyk,away, 105-92,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Hunter, R.J.",SG,0,"$3,500",bos,cle,away, 103-96,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Williams, C.J.",SG,0,"$3,500",min,mem,away, 106-108,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Whitehead, Isaiah",PG,0,"$3,500",det,nyk,away, 105-92,NA,   ,0,0,0,0,0,0,0,0,0,0,0
"Carter, Jevon",PG,-1,"$3,500",mem,min,home, 108-106,6:14,   0pt 1to 0-1fg,0,0,0,0,0,1,0,0,1,0,0
